Artist,Title,Price,Low Estimate,High Estimate,Signature,Dummy Signature,Height,Width,Depth,Edition,Year Created,Medium,Medium_new,Medium_Method_Category,Auction Lot,Auction Date,Auction Year,Auction House
Eshi Jiang,Untited,-not sold-,8110,12970,Artist's Seal,1,71,39,,,N/A,Ink and color / Paper,Works on Paper,Ink,3300,1/11/2014,2014,Poly International Auction Co.
Eshi Jiang,Untitled,-not sold-,9730,14590,Artist's Seal,1,68,34,,,N/A,Ink and color / Paper,Works on Paper,Ink,3301,1/11/2014,2014,Poly International Auction Co.
Cheng Jin,Untitled,14910,12970,24320,Artist's Seal,1,118,33,,,N/A,Ink and color / Paper,Works on Paper,Ink,3303,1/11/2014,2014,Poly International Auction Co.
Shu Chen,Untitled,-not sold-,3242,4863,Artist's Seal,1,96,37,,,N/A,Ink and color / Paper,Works on Paper,Ink,3304,1/11/2014,2014,Poly International Auction Co.
Zhen Xu,Untitled (4),-not sold-,9730,14590,Artist's Seal,1,,,,,N/A,Ink and color / Paper,Works on Paper,Ink,3307,1/11/2014,2014,Poly International Auction Co.
Meicun Zhu,Untitled,-not sold-,4863,8110,Artist's Seal,1,68,34,,,N/A,Ink and color / Paper,Works on Paper,Ink,3320,1/11/2014,2014,Poly International Auction Co.
Xie Ziguang,Untitled,5970,2917,4863,Artist's Seal,1,58,96,,,N/A,Ink and color / Paper,Works on Paper,Ink,3326,1/11/2014,2014,Poly International Auction Co.
Changshuo Wu,Untitled,35420,24320,48630,Artist's Seal,1,176,47,,,N/A,Ink / Paper,Works on Paper,Ink,3327,1/11/2014,2014,Poly International Auction Co.
Changshuo Wu,Untitled,22370,19450,29180,Artist's Seal,1,82,37,,,N/A,Ink and color / Paper,Works on Paper,Ink,3328,1/11/2014,2014,Poly International Auction Co.
Songyan Qian,Untitled,-not sold-,389040,453880,Artist's Seal,1,109,57,,,N/A,Ink and color / Paper,Works on Paper,Ink,3329,1/11/2014,2014,Poly International Auction Co.
Dayu Chen,Untitled,-not sold-,8110,12970,Artist's Seal,1,138,70,,,N/A,Ink and color / Paper,Works on Paper,Ink,3331,1/11/2014,2014,Poly International Auction Co.
YangHui Huang,Untitled,3728,3242,4863,Artist's Seal,1,45,86,,,N/A,Ink / Paper,Works on Paper,Ink,3337,1/11/2014,2014,Poly International Auction Co.
YangHui Huang,Untitled (2),3728,3242,6480,Artist's Seal,1,,,,,N/A,Ink and color / Paper,Works on Paper,Ink,3338,1/11/2014,2014,Poly International Auction Co.
Xianan Huang,Untitled,2796,2431,4863,Artist's Seal,1,67,69,,,N/A,Ink / Paper,Works on Paper,Ink,3341,1/11/2014,2014,Poly International Auction Co.
Xianan Huang,Untitled,1864,1621,3242,Artist's Seal,1,45,69,,,N/A,Ink / Paper,Works on Paper,Ink,3342,1/11/2014,2014,Poly International Auction Co.
YangHui Huang,Untitled,932,810,1296,Artist's Seal,1,63,34,,,N/A,Ink and color / Paper,Works on Paper,Ink,3344,1/11/2014,2014,Poly International Auction Co.
Lao A,Untitled,2796,2431,4052,Artist's Seal,1,33,46,,,N/A,Ink and color / Paper,Works on Paper,Ink,3352,1/11/2014,2014,Poly International Auction Co.
Boshu Liu,Untitled,-not sold-,16210,32420,Artist's Seal,1,70,138,,,N/A,Ink and color / Paper,Works on Paper,Ink,3353,1/11/2014,2014,Poly International Auction Co.
Shifa Cheng,Untitled,-not sold-,5670,8110,Artist's Seal,1,27,34,,,N/A,Ink / Paper,Works on Paper,Ink,3354,1/11/2014,2014,Poly International Auction Co.
Yun Tang,Untitled,-not sold-,2431,4052,Artist's Seal,1,30,44,,,N/A,Ink and color / Paper,Works on Paper,Ink,3355,1/11/2014,2014,Poly International Auction Co.
Shifa Cheng,Untitled,11180,9730,12970,Artist's Seal,1,33,47,,,N/A,Ink and color / Paper,Works on Paper,Ink,3356,1/11/2014,2014,Poly International Auction Co.
Shifa Cheng,Untitled,-not sold-,16210,32420,Artist's Seal,1,34,135,,,N/A,Ink and color / Paper,Works on Paper,Ink,3357,1/11/2014,2014,Poly International Auction Co.
Shifa Cheng,Untitled,-not sold-,24320,40530,Artist's Seal,1,57,44,,,N/A,Ink and color / Paper,Works on Paper,Ink,3358,1/11/2014,2014,Poly International Auction Co.
Shifa Cheng,Untitled,-not sold-,89160,113470,Artist's Seal,1,68,46,,,N/A,Ink and color / Paper,Works on Paper,Ink,3359,1/11/2014,2014,Poly International Auction Co.
Yanshao Lu,Untitled,37280,32420,48630,Artist's Seal,1,89,47,,,N/A,Ink and color / Paper,Works on Paper,Ink,3360,1/11/2014,2014,Poly International Auction Co.
Qinghua Zhong,Untitled,932,810,1621,Artist's Seal,1,20,29,,,N/A,Ink / Paper,Works on Paper,Ink,3361,1/11/2014,2014,Poly International Auction Co.
Qizhan Zhu,Untitled,1864,1621,4863,Artist's Seal,1,83,50,,,N/A,Ink and color / Paper,Works on Paper,Ink,3364,1/11/2014,2014,Poly International Auction Co.
Zhen Wang,Untitled (4),-not sold-,9730,12970,Artist's Seal,1,,,,,N/A,Ink and color / Paper,Works on Paper,Ink,3365,1/11/2014,2014,Poly International Auction Co.
Shao'ang Zhao,Untitled,-not sold-,3242,8110,Artist's Seal,1,30,38,,,N/A,Ink / Paper,Works on Paper,Ink,3371,1/11/2014,2014,Poly International Auction Co.
Baishi Qi,Untitled,-not sold-,48630,97260,Artist's Seal,1,64,33,,,N/A,Ink and color / Paper,Works on Paper,Ink,3375,1/11/2014,2014,Poly International Auction Co.
XueTao Wang,Untitled,-not sold-,16210,32420,Artist's Seal,1,67,43,,,N/A,Ink and color / Paper,Works on Paper,Ink,3376,1/11/2014,2014,Poly International Auction Co.
XueTao Wang,Untitled,-not sold-,16210,32420,Artist's Seal,1,69,33,,,N/A,Ink and color / Paper,Works on Paper,Ink,3377,1/11/2014,2014,Poly International Auction Co.
Wenxi Liu,Untitled,33550,29180,40530,Artist's Seal,1,67,67,,,N/A,Ink and color / Paper,Works on Paper,Ink,3378,1/11/2014,2014,Poly International Auction Co.
Xining Yu,Untitled,-not sold-,19450,35660,Artist's Seal,1,97,88,,,N/A,Ink and color / Paper,Works on Paper,Ink,3379,1/11/2014,2014,Poly International Auction Co.
Jilin Wang,Untitled,-not sold-,1296,2431,Artist's Seal,1,82,33,,,N/A,Ink and color / Paper,Works on Paper,Ink,3380,1/11/2014,2014,Poly International Auction Co.
Yunhe Zhao,Untitled,-not sold-,10540,12970,Artist's Seal,1,136,65,,,N/A,Ink and color / Paper,Works on Paper,Ink,3381,1/11/2014,2014,Poly International Auction Co.
Shoushi Yin,Untitled,8390,2431,4863,Artist's Seal,1,68,78,,,N/A,Ink and color / Paper,Works on Paper,Ink,3385,1/11/2014,2014,Poly International Auction Co.
Xianglan Ge,Untitled,3728,1945,3242,Artist's Seal,1,64,31,,,N/A,Ink and color / Paper,Works on Paper,Ink,3386,1/11/2014,2014,Poly International Auction Co.
Jin Ma,Untitled,-not sold-,40530,48630,Artist's Seal,1,112,59,,,N/A,Ink and color / Silk,Works on Paper,Ink,3387,1/11/2014,2014,Poly International Auction Co.
Zuo Pu,Untitled,-not sold-,3242,4863,Artist's Seal,1,97,31,,,N/A,Ink and color / Paper,Works on Paper,Ink,3388,1/11/2014,2014,Poly International Auction Co.
Songchuang Pu,Untitled,2236,1621,4863,Artist's Seal,1,67,46,,,N/A,Ink / Paper,Works on Paper,Ink,3389,1/11/2014,2014,Poly International Auction Co.
Jingting Wu,Untitled,-not sold-,2431,4052,Artist's Seal,1,79,42,,,N/A,Ink and color / Paper,Works on Paper,Ink,3390,1/11/2014,2014,Poly International Auction Co.
Peiheng Hu,Untitled,-not sold-,6480,8110,Artist's Seal,1,103,50,,,N/A,Ink and color / Paper,Works on Paper,Ink,3391,1/11/2014,2014,Poly International Auction Co.
Yiqing Tao,Untitled,-not sold-,8110,9730,Artist's Seal,1,125,59,,,N/A,Ink and color / Paper,Works on Paper,Ink,3393,1/11/2014,2014,Poly International Auction Co.
Dengtang Zhang,Untitled,-not sold-,9730,14590,Artist's Seal,1,67,136,,,N/A,Ink and color / Paper,Works on Paper,Ink,3394,1/11/2014,2014,Poly International Auction Co.
Zhen Wang,Untitled,2796,1621,4863,Artist's Seal,1,111,39,,,N/A,Ink and color / Paper,Works on Paper,Ink,3396,1/11/2014,2014,Poly International Auction Co.
Qizhan Zhu,Untitled,-not sold-,14590,24320,Artist's Seal,1,139,34,,,N/A,Ink and color / Paper,Works on Paper,Ink,3397,1/11/2014,2014,Poly International Auction Co.
Nong Wang,Untitled,14910,12970,16210,Artist's Seal,1,89,95,,,N/A,Ink and color / Paper,Works on Paper,Ink,3398,1/11/2014,2014,Poly International Auction Co.
Qizhong Wu,Untitled,5970,810,1621,Artist's Seal,1,85,65,,,N/A,Ink and color / Paper,Works on Paper,Ink,3399,1/11/2014,2014,Poly International Auction Co.
Lingyun Li,Untitled (2),932,810,1621,Artist's Seal,1,,,,,N/A,Ink / Paper,Works on Paper,Ink,3403,1/11/2014,2014,Poly International Auction Co.
Ning Kang,Untitled,-not sold-,4863,8110,Artist's Seal,1,135,66,,,N/A,Ink and color / Paper,Works on Paper,Ink,3404,1/11/2014,2014,Poly International Auction Co.
Baoshu Ding,Untitled,-not sold-,6480,9730,Artist's Seal,1,134,67,,,N/A,Ink and color / Paper,Works on Paper,Ink,3405,1/11/2014,2014,Poly International Auction Co.
Qizhan Zhu,Untitled,-not sold-,6480,9730,Artist's Seal,1,68,67,,,N/A,Ink and color / Paper,Works on Paper,Ink,3406,1/11/2014,2014,Poly International Auction Co.
Jingyan Mi,Untitled,-not sold-,3242,6480,Artist's Seal,1,69,138,,,N/A,Ink and color / Paper,Works on Paper,Ink,3408,1/11/2014,2014,Poly International Auction Co.
Daqian Zhang,Untitled,-not sold-,29180,45390,Artist's Seal,1,63,34,,,N/A,Ink and color / Paper,Works on Paper,Ink,3410,1/11/2014,2014,Poly International Auction Co.
Daqian Zhang,Untitled,-not sold-,29180,45390,Artist's Seal,1,64,31,,,N/A,Ink and color / Paper,Works on Paper,Ink,3411,1/11/2014,2014,Poly International Auction Co.
Juntian Wen,Untitled,2982,2431,4052,Artist's Seal,1,68,45,,,N/A,Ink / Paper,Works on Paper,Ink,3413,1/11/2014,2014,Poly International Auction Co.
Bai Chu,Untitled,1864,972,1621,Artist's Seal,1,101,32,,,N/A,Ink and color / Paper,Works on Paper,Ink,3414,1/11/2014,2014,Poly International Auction Co.
Wenzhong Li,Untitled,-not sold-,3242,4863,Artist's Seal,1,102,39,,,N/A,Ink and color / Silk,Works on Paper,Ink,3415,1/11/2014,2014,Poly International Auction Co.
Bingshou Yi,Calligraphy,-not sold-,12970,24320,Artist's Seal,1,15,48,,,N/A,Ink / Paper,Works on Paper,Ink,3312,2/04/2013,2013,Poly International Auction Co.
Duo Wang,CALLIGRAPHY,24230,19450,29180,Artist's Seal,1,18,52,,,N/A,Ink / Paper,Works on Paper,Ink,3314,2/04/2013,2013,Poly International Auction Co.
Duo Wang,CALLIGRAPHY,-not sold-,32420,48630,Artist's Seal,1,17,49,,,N/A,Ink / Paper,Works on Paper,Ink,3315,2/04/2013,2013,Poly International Auction Co.
Liufang Li,Calligraphy,14910,12970,24320,Artist's Seal,1,19,57,,,N/A,Ink / Paper,Works on Paper,Ink,3317,2/04/2013,2013,Poly International Auction Co.
Banqiao Zheng,ORCHID AND STONE,-not sold-,25940,48630,Artist's Seal,1,18,50,,,N/A,Ink / Paper,Works on Paper,Ink,3319,2/04/2013,2013,Poly International Auction Co.
Bangda Dong,Landscape,14910,12970,24320,Artist's Seal,1,15,49,,,N/A,Ink / Paper,Works on Paper,Ink,3320,2/04/2013,2013,Poly International Auction Co.
Zhengming Wen,Calligraphy,33550,29180,48630,Artist's Seal,1,20,56,,,N/A,Ink / Paper,Works on Paper,Ink,3321,2/04/2013,2013,Poly International Auction Co.
DaNian Zhao,Landscape,39150,3242,8110,Artist's Seal,1,199,97,,,N/A,Ink and color / Silk,Works on Paper,Ink,3322,2/04/2013,2013,Poly International Auction Co.
Mengfu Zhao,Landscape,18640,3242,8110,Artist's Seal,1,169,80,,,N/A,Ink and color / Silk,Works on Paper,Ink,3323,2/04/2013,2013,Poly International Auction Co.
Shan Li,Landscape,3728,3242,8110,Artist's Seal,1,89,69,,,N/A,Ink / Silk,Works on Paper,Ink,3324,2/04/2013,2013,Poly International Auction Co.
Zhou Shen,Landscape,410110,8110,16210,Artist's Seal,1,87,32,,,1470,Ink and color / Paper,Works on Paper,Ink,3325,2/04/2013,2013,Poly International Auction Co.
Du Qian,Landscape,14910,9730,16210,Artist's Seal,1,85,30,,,1838,Ink and color / Paper,Works on Paper,Ink,3326,2/04/2013,2013,Poly International Auction Co.
Jun Jiang,Landscape,4660,4052,8110,Artist's Seal,1,89,43,,,N/A,Ink and color / Silk,Works on Paper,Ink,3327,2/04/2013,2013,Poly International Auction Co.
Tinglu Cheng,Landscape,22370,19450,29180,Artist's Seal,1,21,98,,,N/A,Ink and color / Paper,Works on Paper,Ink,3332,2/04/2013,2013,Poly International Auction Co.
Qichang Dong,Landscape,-not sold-,40530,56740,Artist's Seal,1,19,349,,,N/A,Ink / Paper,Works on Paper,Ink,3334,2/04/2013,2013,Poly International Auction Co.
Xi Dai,Landscape,-not sold-,24320,40530,Artist's Seal,1,32,107,,,N/A,Ink and color / Paper,Works on Paper,Ink,3335,2/04/2013,2013,Poly International Auction Co.
Guxiang Wu,Landscape,52200,45390,81050,Artist's Seal,1,,,,,N/A,Ink and color / Paper,Works on Paper,Ink,3336,2/04/2013,2013,Poly International Auction Co.
Wencong Yang,Landscape,-not sold-,40530,56740,Artist's Seal,1,,,,,N/A,Ink / Paper,Works on Paper,Ink,3337,2/04/2013,2013,Poly International Auction Co.
Xi Dai,Landscape,46600,40530,56740,Artist's Seal,1,44,560,,,N/A,Ink / Paper,Works on Paper,Ink,3339,2/04/2013,2013,Poly International Auction Co.
Qichang Dong,Calligraphy,121170,29180,48630,Artist's Seal,1,28,464,,,N/A,Ink / Paper,Works on Paper,Ink,3340,2/04/2013,2013,Poly International Auction Co.
WenZhi Wang,Calligraphy,33550,29180,48630,Artist's Seal,1,159,29,,,1789,Ink / Paper,Works on Paper,Ink,3341,2/04/2013,2013,Poly International Auction Co.
Yong Liu,Calligraphy,-not sold-,29180,48630,Artist's Seal,1,39,327,,,N/A,Ink / Paper,Works on Paper,Ink,3343,2/04/2013,2013,Poly International Auction Co.
Jun Huang,Landscape,9320,4863,8110,Artist's Seal,1,60,115,,,N/A,Ink / Paper,Works on Paper,Ink,3344,2/04/2013,2013,Poly International Auction Co.
Zhi Lu,"CALLIGRAPHY,PINE AND DEER",-not sold-,19450,29180,Artist's Seal,1,125,65,,,N/A,Ink and color / Paper,Works on Paper,Ink,3347,2/04/2013,2013,Poly International Auction Co.
Pu Jiang,FLOWERS AND BIRDS,-not sold-,29180,48630,Artist's Seal,1,120,28,,,N/A,Ink and color / Paper,Works on Paper,Ink,3348,2/04/2013,2013,Poly International Auction Co.
Jiang Tingxi,FLOWERS,44740,38900,64840,Artist's Seal,1,84,38,,,N/A,Ink / Silk,Works on Paper,Ink,3349,2/04/2013,2013,Poly International Auction Co.
Chao He,CALLIGRAPHY,18640,8110,16210,Artist's Seal,1,74,45,,,N/A,Ink / Silk,Works on Paper,Ink,3350,2/04/2013,2013,Poly International Auction Co.
Guofan Zeng,Calligraphy,13050,16210,32420,Artist's Seal,1,19,54,,,N/A,Ink / Paper,Works on Paper,Ink,3352,2/04/2013,2013,Poly International Auction Co.
Bingshou Yi,Calligraphy,-not sold-,16210,32420,Artist's Seal,1,131,44,,,N/A,Ink / Paper,Works on Paper,Ink,3354,2/04/2013,2013,Poly International Auction Co.
Shibiao Zha,Calligraphy,-not sold-,16210,32420,Artist's Seal,1,117,54,,,N/A,Ink / Paper,Works on Paper,Ink,3358,2/04/2013,2013,Poly International Auction Co.
Xi Zhang,Calligraphy,-not sold-,29180,48630,Artist's Seal,1,212,44,,,N/A,Ink / Paper,Works on Paper,Ink,3360,2/04/2013,2013,Poly International Auction Co.
Yue Yu,Calligraphy,63380,12970,24320,Artist's Seal,1,145,80,,,N/A,Ink / Paper,Works on Paper,Ink,3361,2/04/2013,2013,Poly International Auction Co.
Yong Liu,Calligraphy,74570,64840,97260,Artist's Seal,1,130,33,,,N/A,Ink / Paper,Works on Paper,Ink,3362,2/04/2013,2013,Poly International Auction Co.
Zhou Shen,Landscape,22370,9730,16210,Artist's Seal,1,146,63,,,N/A,Ink and color / Paper,Works on Paper,Ink,3365,2/04/2013,2013,Poly International Auction Co.
Jun Huang,Landscape,-not sold-,11350,19450,Artist's Seal,1,90,29,,,N/A,Ink and color / Paper,Works on Paper,Ink,3366,2/04/2013,2013,Poly International Auction Co.
Tinglu Cheng,Landscape,5590,3242,8110,Artist's Seal,1,116,40,,,N/A,Ink and color / Paper,Works on Paper,Ink,3367,2/04/2013,2013,Poly International Auction Co.
Gang Xi,Landscape,-not sold-,8110,12970,Artist's Seal,1,156,40,,,N/A,Ink / Paper,Works on Paper,Ink,3368A,2/04/2013,2013,Poly International Auction Co.
Shi Xi,Landscape,-not sold-,48630,81050,Artist's Seal,1,72,33,,,N/A,Ink / Paper,Works on Paper,Ink,3368B,2/04/2013,2013,Poly International Auction Co.
Shi Xi,Landscape,-not sold-,19450,29180,Artist's Seal,1,81,36,,,N/A,Ink / Paper,Works on Paper,Ink,3368C,2/04/2013,2013,Poly International Auction Co.
Xixi Wang,Bamboo,9320,8110,16210,Artist's Seal,1,104,48,,,N/A,Ink / Silk,Works on Paper,Ink,3370,2/04/2013,2013,Poly International Auction Co.
Qing (Emperor) Jia,Flowers,-not sold-,19450,32420,Artist's Seal,1,99,43,,,N/A,Ink and color / Paper,Works on Paper,Ink,3371,2/04/2013,2013,Poly International Auction Co.
Ci Xi,PEONY,-not sold-,45390,77810,Artist's Seal,1,123,62,,,N/A,Ink and color / Silk,Works on Paper,Ink,3372,2/04/2013,2013,Poly International Auction Co.
Pu Hua,BAMBOO,18640,6480,12970,Artist's Seal,1,128,31,,,N/A,Ink / Paper,Works on Paper,Ink,3374,2/04/2013,2013,Poly International Auction Co.
Shishu Fang,AUSPICIOUS,-not sold-,6480,12970,Artist's Seal,1,75,31,,,N/A,Ink and color / Paper,Works on Paper,Ink,3375,2/04/2013,2013,Poly International Auction Co.
Bi Ling,Lotus,-not sold-,8110,16210,Artist's Seal,1,160,45,,,N/A,Ink / Paper,Works on Paper,Ink,3376,2/04/2013,2013,Poly International Auction Co.
Guxiang Wang,CHRYSANTHEMUM AND STONE,37280,32420,48630,Artist's Seal,1,40,26,,,N/A,Ink / Paper,Works on Paper,Ink,3377,2/04/2013,2013,Poly International Auction Co.
Zhao Zhang,Bamboo,-not sold-,45390,81050,Artist's Seal,1,130,29,,,N/A,Ink / Paper,Works on Paper,Ink,3378,2/04/2013,2013,Poly International Auction Co.
Baoshu Ding,MANDARIN DUCK,4660,3242,8110,Artist's Seal,1,122,57,,,N/A,Ink and color / Paper,Works on Paper,Ink,3379,2/04/2013,2013,Poly International Auction Co.
Chenggang Zheng,PINE AND DEER,22370,8110,16210,Artist's Seal,1,170,91,,,N/A,Ink and color / Silk,Works on Paper,Ink,3380,2/04/2013,2013,Poly International Auction Co.
Hongshou Chen,LOTUS AND BUTTERFLY,27960,12970,24320,Artist's Seal,1,112,48,,,N/A,Ink and color / Silk,Works on Paper,Ink,3381,2/04/2013,2013,Poly International Auction Co.
Jiao Lin,PEONY AND BIRD,-not sold-,56740,81050,Artist's Seal,1,130,41,,,N/A,Ink and color / Silk,Works on Paper,Ink,3382,2/04/2013,2013,Poly International Auction Co.
Yan Hua,FIGURE,-not sold-,61600,81050,Artist's Seal,1,56,38,,,N/A,Ink and color / Silk,Works on Paper,Ink,3383,2/04/2013,2013,Poly International Auction Co.
Zhengming Wen,Landscape,-not sold-,40530,56740,Artist's Seal,1,165,56,,,N/A,Ink and color / Silk,Works on Paper,Ink,3384,2/04/2013,2013,Poly International Auction Co.
Yin Zhang,Landscape,74570,24320,40530,Artist's Seal,1,142,77,,,N/A,Ink and color / Paper,Works on Paper,Ink,3387,2/04/2013,2013,Poly International Auction Co.
Shishu Fang,Landscape,22370,19450,29180,Artist's Seal,1,64,39,,,N/A,Ink / Paper,Works on Paper,Ink,3389,2/04/2013,2013,Poly International Auction Co.
Shichong Shen,PARTYING,-not sold-,19450,29180,Artist's Seal,1,45,43,,,N/A,Ink and color / Paper,Works on Paper,Ink,3390A,2/04/2013,2013,Poly International Auction Co.
Shichong Shen,Partying,-not sold-,48630,81050,Artist's Seal,1,51,25,,,N/A,Ink and color / Silk,Works on Paper,Ink,3390B,2/04/2013,2013,Poly International Auction Co.
Yifen Tang,Landscape,5590,2431,4863,Artist's Seal,1,127,34,,,N/A,Ink / Paper,Works on Paper,Ink,3391,2/04/2013,2013,Poly International Auction Co.
Jie Ju,Landscape,37280,32420,48630,Artist's Seal,1,88,43,,,N/A,Ink and color / Paper,Works on Paper,Ink,3392,2/04/2013,2013,Poly International Auction Co.
Jun Huang,Landscape,-not sold-,8110,16210,Artist's Seal,1,91,38,,,N/A,Ink and color / Paper,Works on Paper,Ink,3393,2/04/2013,2013,Poly International Auction Co.
Boming Kong,Landscape,-not sold-,32420,48630,Artist's Seal,1,92,30,,,N/A,Ink and color / Paper,Works on Paper,Ink,3394,2/04/2013,2013,Poly International Auction Co.
Yin Tang,Landscape,484680,14590,24320,Artist's Seal,1,207,102,,,N/A,Ink and color / Silk,Works on Paper,Ink,3395,2/04/2013,2013,Poly International Auction Co.
Shi Xi,Landscape,149130,129680,194520,Artist's Seal,1,68,35,,,N/A,Ink and color / Paper,Works on Paper,Ink,3396,2/04/2013,2013,Poly International Auction Co.
Bangda Dong,Landscape,251660,162100,291780,Artist's Seal,1,112,52,,,N/A,Ink / Paper,Works on Paper,Ink,3397,2/04/2013,2013,Poly International Auction Co.
Jianlong Gu,Figure,14910,12970,24320,Artist's Seal,1,124,33,,,N/A,Ink and color / Paper,Works on Paper,Ink,3398,2/04/2013,2013,Poly International Auction Co.
Mu Zhang,FIGURE AND HORSE,-not sold-,48630,81050,Artist's Seal,1,69,32,,,N/A,Ink and color / Paper,Works on Paper,Ink,3401,2/04/2013,2013,Poly International Auction Co.
